StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
3/21/2020 17:18,3/21/2020 17:21,0,172.58.141.48,100,224,1,3/21/2020 17:21,R_2B2wIqtCDGTdWm4,,,,,38.80250549,-90.34480286,anonymous,EN,2,16,8,2,1,1,"1,2,5,6,7,9,12,13,14,17,22,23,27,28,29,31,32,35,36",1,4,4,2,7,1.215,2.15,3.213,2,2,1.295,7.364,8.031,3,4,1.259,7.079,8.356,7,7,0.857,13.659,14.7,8,7,0.924,4.027,4.994,2,3,1.008,6.773,6.816,4,7,0.913,6.231,7.144,2,4,0.983,4.316,4.963,2,1,0.954,5.721,7.094,2,7,1.898,5.923,6.732,5,1,1.161,8.444,8.863,7,1,1.291,2.707,3.42,3,7,1.129,9.096,9.587,6,7,9.445,9.445,10.064,1,7,1.491,16.36,16.715,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 17:49,3/21/2020 17:53,0,172.58.139.167,100,240,1,3/21/2020 17:53,R_Y0mVH88V8BVSVMJ,,,,,41.8500061,-87.71649933,anonymous,EN,2,17,8,2,1,10,"1,2,5,9,10,11,12,13,14,17,20,22,23,24,27,29,30,31,32,35",30,3,1,4,3,1.947,9.079,9.681,4,3,5.453,5.453,6.113,1,4,2.582,4.351,5.01,2,5,1.421,9.842,9.876,5,7,6.842,7.78,8.148,2,3,2.815,7.852,9.08,3,7,2.207,6.702,7.551,2,1,1.072,6.368,6.902,3,4,0.655,4.724,6.416,2,4,12.704,12.829,13.411,2,3,0.962,7.133,7.637,4,5,1.442,12.56,13.877,5,7,0.986,7.232,8.899,3,3,5.727,7.326,8.135,2,1,6.419,9.728,11.297,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 17:45,3/21/2020 18:02,0,69.243.149.117,100,1001,1,3/21/2020 18:02,R_3fOyvHW9DHwv32d,,,,,41.79960632,-88.00659943,anonymous,EN,1,16,8,2,1,9,,10,10,5,7,1,36.537,39.389,40.818,2,3,21.414,30.79,32.335,3,1,33.097,60.713,62.071,6,1,11.415,33.16,34.545,8,1,33.948,49.924,69.046,4,1,40.263,55.912,56.987,2,7,26.474,30.311,46.557,2,4,5.049,32.172,33.945,3,7,42.964,64.898,70.368,7,3,19.264,30.306,31.903,4,7,32.315,41.457,42.556,3,3,11.908,40.111,44.046,6,7,15.97,25.687,26.931,4,1,13.326,18.668,22.307,2,1,18.297,70.25,75.619,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 17:56,3/21/2020 18:04,0,24.13.39.10,100,467,1,3/21/2020 18:04,R_3D0960emhqkXv5x,,,,,42.21600342,-88.07710266,anonymous,EN,2,15,9,2,1,10,"1,2,11,12,14,28,30,31,35",20,20,2,3,1,12.727,16.694,17.85,4,6,11.1,11.502,13.37,2,4,12.642,15.992,18.279,3,2,12.249,17.07,17.889,6,3,14.647,16.814,17.567,4,2,17.715,19.932,20.684,4,5,19.072,34.354,35.192,10,1,12.282,15.684,16.638,5,7,9.83,19.163,20.071,6,3,16.269,18.483,19.276,5,3,25.824,43.712,44.406,8,1,8.994,11.944,12.999,6,7,24.834,27.693,30.027,5,2,1.888,5.652,7.457,2,2,13.783,31.118,31.929,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 17:59,3/21/2020 18:10,0,172.58.139.191,100,675,1,3/21/2020 18:10,R_2YRm4T7927CT6Ie,,,,,41.8500061,-87.71649933,anonymous,EN,2,17,8,2,1,1,,3,3,5,6,2,13.883,18.34,18.798,5,7,11.555,11.555,13.505,1,2,23.385,26.096,27.433,3,2,42.738,49.552,52.816,3,6,3.536,25.254,31.1,5,1,14.965,18.154,19.215,2,7,1.222,41.186,42.224,3,1,14.01,22.959,23.522,5,7,8.855,26.845,27.393,6,3,41.825,41.825,42.571,1,5,3.055,45.718,47.524,9,5,15.964,40.929,41.919,5,7,14.293,22.417,23.266,9,1,8.211,8.211,9.073,1,1,26.196,35.605,39.143,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 18:22,3/21/2020 18:31,0,162.201.220.215,100,540,1,3/21/2020 18:31,R_1GHvV1BEhqAI4ps,,,,,41.71240234,-87.74780273,anonymous,EN,1,17,2,2,1,1,,3,3,3,5,4,1.283,11.157,11.78,5,3,8.751,11.116,11.801,3,4,12.406,17.873,18.64,3,4,18.067,26.606,27.553,4,5,1.883,19.911,21.04,4,4,10.793,12.646,13.097,4,7,2.367,28.233,29.078,6,2,2.093,7.692,8.824,4,4,1.621,9.64,10.21,3,7,1.459,67.477,68.464,5,4,1.452,27.328,28.032,12,5,1.299,17.425,18.747,7,7,8.946,21.622,22.87,6,1,14.783,15.768,16.499,3,1,9.168,30.735,34.822,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 18:20,3/21/2020 18:33,0,172.58.139.34,100,802,1,3/21/2020 18:33,R_31siiTeW7vYvYxW,,,,,41.8500061,-87.71649933,anonymous,EN,2,17,8,2,1,1,"2,9,14,17,20,28,29,30",1,3,2,4,5,1.266,57.428,58.873,23,3,1.636,42.67,44.746,12,5,13.94,32.596,34.94,11,5,2.793,38.142,39.261,20,5,15.618,26.888,28.105,7,5,1.693,33.184,34.075,10,5,13.682,49.108,51.131,11,4,23.959,35.924,37.902,6,5,1.426,61.641,62.861,17,6,1.829,33.189,36.036,6,6,1.01,46.074,48.335,21,3,5.059,33.519,36.508,17,4,1.119,54.987,55.989,17,5,21.736,23.57,24.652,5,1,17.69,36.237,38.19,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 18:36,3/21/2020 18:46,0,107.77.209.170,100,624,1,3/21/2020 18:46,R_5sFUUHP3w2iPXrP,,,,,38.57739258,-90.67089844,anonymous,EN,1,16,8,2,1,10,"2,5,9,10,12,13,14,17,20,22,27,28,34,36",1,3,5,1,5,0.575,2.895,3.376,4,4,2.444,10.149,11.244,5,6,2.165,6.59,7.615,3,1,2.246,6.74,9.318,6,4,14.95,55.201,56.256,4,5,6.963,9.819,10.909,4,4,33.154,42.599,43.937,6,5,1.236,5.406,6.263,3,4,1.062,15.875,16.752,4,5,3.528,9.756,10.877,4,6,1.073,6.562,7.619,4,6,1.424,7.153,8.148,5,3,1.322,20.535,22.857,8,2,4.227,10.746,11.882,7,2,1.077,86.885,87.905,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 18:57,3/21/2020 19:05,0,69.174.154.5,100,472,1,3/21/2020 19:05,R_wTOS63s33zZ5Sp3,,,,,40.46929932,-88.94239807,anonymous,EN,1,16,8,2,1,1,"11,12,14,17,20,29,32,35",20,20,6,2,4,16.338,16.338,17.542,1,1,7.539,7.539,9.034,1,2,11.034,11.034,12.023,1,1,13.991,13.991,15.108,1,3,16.939,21.277,22.054,4,3,15.237,15.237,17.065,1,7,25.613,25.613,27.204,1,5,13.734,13.734,15.077,1,3,22.073,22.073,22.895,1,6,17.744,17.744,18.816,1,2,24.325,24.325,25.444,1,2,6.469,6.469,9.838,1,7,16.421,16.421,17.596,1,2,12.424,12.424,13.171,1,1,18.78,18.78,20.974,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 19:03,3/21/2020 19:14,0,174.221.4.249,100,643,1,3/21/2020 19:14,R_xn3qvu7AwYpfu9P,,,,,41.94500732,-87.79959869,anonymous,EN,2,16,8,2,1,1,"1,2,9,10,11,12,14,17,20,26,28,29,30,31,36",8,3,3,5,4,1.854,80.072,80.66,3,6,7.51,8.335,9.018,2,6,1.143,9.345,11.114,4,5,7.3,10.112,36.468,3,3,13.192,13.91,14.418,2,3,7.447,9.546,10.936,3,2,12.352,17.77,17.802,7,2,4.917,15.666,17.538,5,3,9.234,25.369,26.008,3,2,48.675,50.299,51.788,2,4,0.693,11.277,11.998,3,4,0.789,6.221,6.591,5,7,1.887,11.122,12.66,3,2,13.415,13.415,14.106,1,2,0.759,11.16,13.111,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 20:17,3/21/2020 20:28,0,73.247.15.180,100,644,1,3/21/2020 20:28,R_3mjx9lz9qANIH4B,,,,,42.03640747,-88.3239975,anonymous,EN,1,15,3,2,1,1,"1,2,9,10,12,14,20,26",13,13,4,4,5,13.007,25.277,26.336,4,1,10.423,12.203,13.649,3,4,14.998,19.379,20.579,6,1,5.971,21.104,23.759,7,4,2.943,17.027,19.977,10,4,0.791,17.542,18.975,10,5,3.008,68.757,69.805,27,5,7.281,31.57,33.239,7,4,2.171,42.465,46.671,16,4,4.824,35.152,36.488,12,5,1.729,36.498,37.753,16,1,3.226,29.13,30.031,11,1,1.163,28.08,29.518,11,4,0.958,13.99,16.895,7,4,0.987,29.34,31.391,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 20:51,3/21/2020 20:59,0,107.130.17.89,100,492,1,3/21/2020 20:59,R_3hsHqPsFprLbaPZ,,,,,42.36669922,-88.09249878,anonymous,EN,1,15,8,2,1,8,"1,5,12,14,32,36",31,31,2,1,6,17.935,26.288,26.901,6,1,5.913,5.913,6.385,1,2,10.238,12.381,12.906,3,1,9.985,11.468,11.902,2,3,21.07,22.085,22.598,2,2,1.09,9.973,10.443,3,7,21.203,22.707,23.061,3,5,14.483,18.388,18.701,8,3,0.98,24.062,24.732,7,6,12.363,13.69,13.611,3,3,12.156,26.243,27.653,5,2,5.797,7.916,11.565,2,4,14.485,17.701,19.029,3,4,15.436,16.885,16.92,3,4,13.251,17.25,17.983,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 21:27,3/21/2020 21:33,0,99.117.211.143,100,337,1,3/21/2020 21:33,R_1FQccT2WcwR98Rg,,,,,41.97779846,-88.20179749,anonymous,EN,2,16,10,2,2,1,"2,6,9,13,14,17,20,22,23,27,28,29,32",10,4,2,1,6,6.31,9.676,10.527,5,5,8.827,10.366,11.15,4,5,7.616,11.416,12.316,5,6,6.607,8.21,9.324,4,6,7.41,8.123,8.989,2,4,7.803,28.687,29.065,6,7,8.856,10.468,11.281,4,4,8.758,17.089,18.034,7,5,1.19,28.255,29.159,18,5,17.107,17.976,18.801,3,7,4.902,15.203,16.108,5,7,4.834,12.567,13.493,5,7,7.09,9.374,11.821,4,1,2.085,11.152,12.076,4,1,7.702,12.817,13.527,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 22:19,3/21/2020 22:30,0,104.184.58.227,100,635,1,3/21/2020 22:30,R_2R4l1Yyd7S9TGqk,,,,,42.230896,-88.33789825,anonymous,EN,2,16,8,3,1,8,"2,5,9,11,12,13,14,17,20,26,32",5,5,3,5,3,7.607,21.218,21.952,6,4,1.064,18.479,19.835,6,3,18.296,26.037,26.078,6,5,9.062,21.343,22.226,9,6,1.912,34.795,35.253,8,2,2.531,6.915,8.201,3,6,4.862,27.699,28.413,4,2,1.478,17.429,18.156,6,4,5.012,13.879,14.577,6,6,8.66,21.723,22.755,4,5,1.946,12.461,13.349,5,5,26.056,28.961,29.702,3,7,19.297,24.779,25.625,7,3,12.708,14.478,14.882,3,3,1.466,21.23,22.25,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 17:35,3/22/2020 0:44,0,172.58.142.201,100,25764,1,3/22/2020 0:44,R_32MkEmmhKC9hWsi,,,,,41.88830566,-87.76129913,anonymous,EN,1,17,8,2,1,1,"1,2,9,12,13,14,20,22,27,28,31,35",10,4,1,3,7,6.639,9.274,10.073,6,4,1.354,14.371,15.061,9,6,9.272,21.857,22.642,5,7,12.679,17.764,17.808,5,3,11.697,15.545,16.136,5,6,14.261,20.78,21.869,5,5,4.466,50.826,51.254,8,7,6.939,9.257,9.633,3,1,1.411,19.119,20.18,13,5,36.249,36.98,37.469,2,5,3.497,10.533,11.096,4,2,1.697,13.883,14.497,6,7,12.616,15.998,16.759,5,1,3.413,24.703,25.544,7,6,13.952,21.052,21.093,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 10:25,3/22/2020 10:38,0,73.211.110.120,100,822,1,3/22/2020 10:38,R_3kQccpXCQ9NTeJr,,,,,42.31399536,-88.99700165,anonymous,EN,1,16,8,2,2,1,,3,3,4,6,2,22.516,22.516,24.992,1,3,10.676,11.958,13.029,2,6,147.542,147.542,148.593,1,5,18.736,22.262,23.989,2,2,17.621,17.621,18.795,1,2,11.441,26.721,28.015,3,7,30.341,30.341,40.462,1,2,26.503,26.503,29.031,1,6,56.889,58.116,58.948,2,5,2.981,21.645,22.721,2,2,44.522,44.522,45.776,1,1,11.049,11.049,18.849,1,7,19.44,19.44,22.815,1,1,27.656,27.656,29.225,1,1,34.419,34.419,38.099,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 14:13,3/22/2020 14:31,0,107.206.229.221,100,1100,1,3/22/2020 14:31,R_2tfM0ydryb8xMor,,,,,41.61720276,-87.84190369,anonymous,EN,1,17,14,2,1,1,"1,8,10,12,14,16,20,25,30,32",30,3,1,2,4,0.915,10.986,11.649,7,2,6.589,6.589,7.151,1,2,13.986,17.119,18.682,2,2,13.358,13.88,14.511,2,7,2.365,6.72,7.929,2,7,13.85,14.412,15.205,2,1,3.099,3.885,7.223,2,2,268.083,273.455,274.109,3,3,6.045,11.329,12.182,5,7,10.672,10.672,11.312,1,7,4.937,10.25,10.766,4,6,5.625,6.776,7.441,3,7,5.856,7.278,11.724,2,6,77.823,77.823,81.96,1,5,13.861,18.672,19.547,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 22:26,3/22/2020 22:56,0,104.62.65.190,100,1800,1,3/22/2020 22:56,R_zeVFsBymVuF8Zfb,,,,,41.94270325,-88.38909912,anonymous,EN,1,19,1,4,1,1,"1,2,9,10,12,14,20,22,28,32",6,4,5,1,4,1.719,27.133,28.655,6,6,3.487,10.853,10.893,6,7,2.916,7.209,16.502,3,1,4.579,25.137,26.073,7,3,1.641,25.785,26.978,7,7,15.398,19.773,22.181,6,4,2.781,213.65,215.111,9,4,2.995,23.886,29.263,9,7,1.504,37.432,38.901,7,6,12.258,19.505,20.583,5,3,1.667,41.111,43.898,13,2,3.723,25.123,26.097,7,7,8.609,46.055,47.35,15,1,8.445,15.829,19.006,2,1,11.134,42.916,43.449,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 22:57,3/22/2020 23:10,0,172.58.140.217,100,740,1,3/22/2020 23:10,R_2AZi8XVvS4PFS9I,,,,,41.88830566,-87.76129913,anonymous,EN,1,16,3,2,1,1,"5,9,11,12,14,28,31,36",12,5,4,1,1,4.183,41.902,42.856,7,2,18.966,23.66,25.624,6,6,18.828,25.003,27.065,4,4,4.057,13.932,18.592,6,4,32.796,32.796,33.703,1,7,16.289,42.008,43.025,2,2,56.952,59.321,59.98,4,3,3.554,15.674,16.72,3,7,4.763,35.474,35.98,9,6,32.563,32.563,37.636,1,3,3.494,84.705,85.503,11,3,18.052,22.535,23.465,3,6,0.103,34.834,38.083,12,4,17.299,17.299,20.489,1,4,1.718,35.567,36.511,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 22:29,3/22/2020 23:32,0,71.201.81.116,100,3764,1,3/22/2020 23:32,R_1mKJvYmyrE8YGKj,,,,,41.97779846,-88.20179749,anonymous,EN,2,17,8,2,1,1,,15,15,3,4,3,2.081,28.754,29.583,5,7,71.255,71.255,72.288,1,3,127.766,139.126,141.28,3,1,24.499,25.267,26.286,2,3,71.255,72.822,73.234,3,2,108.919,110.106,111.447,2,7,28.527,34.178,35.302,2,1,5.673,27.571,28.736,3,6,2.434,23.799,24.578,5,3,20.25,20.25,21.406,1,6,7.075,22.424,23.278,4,3,2.701,23.433,23.874,4,7,10.26,12.525,14.402,3,2,37.726,37.726,39.992,1,1,4.426,25.417,28.147,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 23:40,3/22/2020 23:46,0,69.246.209.118,100,349,1,3/22/2020 23:46,R_2DYniHhaWmZegnZ,,,,,42.02209473,-88.17050171,anonymous,EN,1,17,8,2,1,1,"2,5,6,9,10,12,14,17,20,23,27,29,31,32",1,1,3,2,3,1.003,5.783,6.343,6,3,7.029,10.424,11.865,3,3,2.032,14.901,16.078,4,2,4.425,15.788,17.13,6,5,1.244,19.79,21.1,23,1,1.545,16.97,18.5,8,2,0.803,14.827,15.673,7,3,0.958,22.016,22.944,5,4,1.186,8.133,8.862,5,4,1.709,10.978,11.366,6,4,1.696,3.653,4.766,3,5,0.817,5.5,6.788,4,7,0.851,21.546,23.025,7,2,5.087,8.881,9.557,5,1,0.966,24.187,25.985,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 15:23,3/23/2020 0:11,0,24.12.54.176,100,118075,1,3/23/2020 0:11,R_QhPBXBUI4QqYQCJ,,,,,41.97779846,-88.20179749,anonymous,EN,1,17,8,2,1,1,"1,2,14,20,27,28,29",0,2,4,5,5,0.591,2.468,2.981,5,4,0.591,0.591,1.046,1,3,0.83,1.215,2.059,2,5,0.56,1.426,1.676,4,5,0.629,1.822,2.879,4,4,0.559,2.2,2.247,3,3,0.696,1.769,2.157,3,4,0.318,6.023,6.485,6,6,0.604,3.383,3.922,3,4,0.955,1.995,2.031,3,4,0.652,1.37,1.715,2,4,0.95,2.792,3.133,6,4,0.74,1.863,2.936,3,4,0.466,1.405,2.006,4,3,0.521,4.013,4.307,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020 22:57,3/23/2020 0:27,0,67.167.21.70,100,5365,1,3/23/2020 0:27,R_3EHexBcs0wVCkFt,,,,,41.9197998,-88.13670349,anonymous,EN,2,17,8,2,1,1,"2,6,9,12,13,14,17,20,22,23,29,31,32,36",5,4,2,4,4,1.197,9.145,9.477,3,7,7.489,7.489,8.144,1,4,26.982,34.401,35.571,4,7,2.51,3.404,3.771,2,4,15.691,16.281,16.583,2,3,4.048,14.548,14.589,4,4,1.973,51.488,52.101,4,1,2.068,13.494,14.626,3,1,7.449,26.967,27.515,3,7,10.202,10.202,10.836,1,6,1.436,21.603,21.8,7,6,2.617,8.715,9.135,3,7,5.683,10.72,11.914,3,1,9.966,9.966,24.246,1,1,20.99,21.616,22.361,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 22:03,3/23/2020 0:35,0,73.44.11.103,100,95502,1,3/23/2020 0:35,R_3O0LSYPm0YqXKrg,,,,,42.14950562,-88.02210236,anonymous,EN,1,18,8,3,1,1,"2,14,17,26,27",0,4,4,7,7,1.156,14.452,15.007,11,2,5.93,8.381,9.225,2,4,3.369,5.496,6.201,2,3,11.807,14.444,15.207,3,5,5.421,17.283,17.858,4,7,5.291,9.844,10.603,4,7,2.259,10.165,11.407,7,3,3.205,6.845,7.676,3,7,0.817,21.545,21.903,10,4,1.627,14.247,15.905,8,1,3.265,8.042,9.062,3,1,4.803,11.318,11.769,4,5,11.156,17.178,18.973,2,7,6.553,6.553,7.301,1,7,37.16,47.2,47.943,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2020 7:26,3/28/2020 11:34,0,67.243.139.166,100,101252,1,3/28/2020 11:34,R_1JDh8whYIpt8Nea,,,,,40.80000305,-73.9763031,anonymous,EN,1,39,19,6,3,10,"1,2,6,9,10,11,12,13,14,19,20,22,23,28,31,36",2,4,2,1,6,82.867,82.867,87.702,1,3,15.484,15.484,16.928,1,2,15.548,16.507,22.401,2,1,21.141,21.141,23.483,1,3,13360.24,13360.24,13363.35,1,2,18283.731,18283.731,18285.924,1,7,39.983,39.983,57.471,1,4,49.989,49.989,52.533,1,5,7425.798,7439.796,7443.433,5,5,24.44,28.835,32.627,2,2,48.902,53.724,57.017,2,2,29.98,29.98,31.878,1,6,53.067,53.067,54.72,1,6,19.172,19.172,34.529,1,6,35.058,35.058,38.484,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 15:22,3/21/2020 15:25,0,172.58.140.109,38,176,0,3/28/2020 15:25,R_1eV5fc3YifXrgri,,,,,,,anonymous,EN,1,15,8,2,2,1,,30,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,19.734,34.851,36.39,11,,,,,,7,1.982,16.515,17.949,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 15:31,3/21/2020 15:34,0,67.184.94.101,42,153,0,3/28/2020 15:35,R_2amCYcubfi3lpho,,,,,,,anonymous,EN,1,16,8,2,1,1,"5,9,12,14,17,20,27,31,32",11,4,2,5,,,,,,,,,,,,,,,,2,4.535,22.183,25.449,8,2,3.47,7.606,8.438,5,,,,,,,,,,,,,,,,,,,,,2,2.794,10.112,10.921,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 15:49,3/21/2020 15:52,0,184.158.242.51,60,168,0,3/28/2020 15:52,R_OeR0vG0YFDa3zVL,,,,,,,anonymous,EN,1,16,1,2,1,1,"1,10,12,19,28,29,36",5,5,3,4,4,2.405,2.405,4.197,1,,,,,,,,,,,2,8.806,8.806,10.341,1,6,11.967,11.967,12.653,1,5,3.766,3.766,5.189,1,,,,,,2,7.726,7.726,10.496,1,5,8.642,8.642,9.772,1,,,,,,,,,,,,,,,,1,6.99,6.99,9.767,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 16:30,3/21/2020 16:35,0,107.77.208.219,69,257,0,3/28/2020 16:35,R_2tTpcWqKtTbh3k5,,,,,,,anonymous,EN,1,16,8,2,1,10,"2,5,7,9,10,11,12,14,20,27,28,34,36",1,3,4,2,5,4.775,9.809,10.548,4,,,,,,,,,,,1,0.92,10.363,10.751,13,5,1.039,8.129,8.788,7,6,1.099,11.028,12.075,10,4,3.645,18.391,19.69,10,,,,,,,,,,,7,5.851,8.113,8.991,3,5,1.829,15.901,17.068,8,5,1.118,4.246,5.275,3,1,1.935,8.939,9.79,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
